BatsmanName,BowlerName,0s,1s,2s,3s,4s,5s,6s,extras,wickets,total_balls,bat_clust,bowl_clust
MS Bisla,HV Patel,1,1,2,0,0,0,1,0,0,5,6,8
MS Bisla,Harbhajan Singh,4,0,0,0,1,0,1,0,1,6,6,1
MS Bisla,Harmeet Singh,7,10,1,0,2,0,1,0,0,21,6,7
MS Bisla,I Sharma,4,5,0,0,3,0,0,0,0,12,6,7
MS Bisla,IC Pandey,4,0,0,0,2,0,0,0,0,6,6,7
MS Bisla,IK Pathan,10,0,0,0,1,0,0,0,1,11,6,2
MS Bisla,J Botha,1,2,0,0,0,0,0,0,0,3,6,10
MS Bisla,JA Morkel,8,9,2,0,5,0,0,0,2,24,6,5
MS Bisla,JD Unadkat,1,2,0,0,1,0,0,0,0,4,6,4
MS Bisla,JH Kallis,10,5,1,0,3,1,2,0,1,22,6,4
MS Bisla,JP Faulkner,4,2,0,0,1,0,0,0,0,7,6,10
MS Bisla,K Upadhyay,0,1,0,0,0,0,0,0,0,1,6,10
MS Bisla,KV Sharma,1,1,0,0,0,0,0,0,1,2,6,5
MS Bisla,KW Richardson,5,0,0,0,0,0,0,0,1,5,6,6
MS Bisla,M Kartik,1,1,0,0,1,0,0,0,1,3,6,5
MS Bisla,M Muralitharan,3,3,0,0,1,0,0,0,1,7,6,5
MS Bisla,MC Henriques,4,2,0,0,0,0,0,0,1,6,6,4
MS Bisla,MF Maharoof,1,0,1,0,0,0,0,0,1,2,6,4
MS Bisla,MG Johnson,7,2,0,0,1,0,0,0,0,10,6,7
MS Bisla,MJ McClenaghan,5,0,0,0,2,0,0,0,0,7,6,6
MS Bisla,MM Patel,2,1,0,0,3,0,1,0,0,7,6,7
MS Bisla,MM Sharma,7,6,1,1,3,0,0,0,0,18,6,9
MS Bisla,NLTC Perera,2,1,0,0,3,0,0,0,1,6,6,8
MS Bisla,P Kumar,20,11,1,0,1,0,2,0,1,35,6,9
MS Bisla,PP Chawla,12,10,1,0,0,0,0,0,2,23,6,10
MS Bisla,PP Ojha,3,2,0,0,1,0,0,0,2,6,6,1
MS Bisla,Parvez Rasool,1,0,0,0,0,0,0,0,0,1,6,8
MS Bisla,R Ashwin,8,12,2,0,3,0,4,0,0,29,6,9
MS Bisla,R McLaren,0,1,1,0,0,0,0,0,0,2,6,9
MS Bisla,R Rampaul,2,0,0,0,0,0,0,0,1,2,6,10
MS Bisla,R Shukla,1,0,0,0,0,0,0,0,1,1,6,5
MS Bisla,R Vinay Kumar,3,9,1,0,2,0,1,0,0,16,6,3
MS Bisla,RA Jadeja,5,4,1,0,1,0,0,0,1,11,6,4
MS Bisla,RP Singh,5,2,0,0,1,0,0,0,0,8,6,10
MS Bisla,S Randiv,3,4,0,0,1,0,0,0,0,8,6,8
MS Bisla,S Sreesanth,0,1,0,0,0,0,0,0,0,1,6,5
MS Bisla,SB Jakati,6,7,1,0,2,0,0,0,1,16,6,1
MS Bisla,SE Bond,5,5,0,0,1,0,0,0,0,11,6,8
MS Bisla,SK Trivedi,1,4,1,0,1,0,0,0,0,7,6,5
MS Bisla,SK Warne,7,6,2,0,1,0,1,0,2,17,6,2
MS Bisla,SL Malinga,5,3,2,0,2,0,0,0,1,12,6,4
MS Bisla,SR Watson,10,3,2,0,5,0,0,0,1,20,6,3
MS Bisla,STR Binny,1,2,0,0,0,0,0,0,0,3,6,10
MS Bisla,SW Tait,8,5,0,0,0,0,0,0,0,13,6,8
MS Bisla,TG Southee,1,2,0,0,0,0,0,0,0,3,6,10
MS Bisla,UT Yadav,2,1,0,0,0,0,0,0,1,3,6,8
MS Bisla,V Kohli,2,5,1,0,2,1,1,0,0,12,6,8
MS Bisla,V Pratap Singh,0,1,0,0,1,0,0,0,0,2,6,4
MS Bisla,WD Parnell,5,3,0,0,1,1,0,0,1,10,6,6
MS Bisla,WPUJC Vaas,3,0,0,0,0,0,0,0,0,3,6,6
MS Bisla,YK Pathan,2,0,0,0,0,0,0,0,0,2,6,10
MS Bisla,Z Khan,1,2,0,0,1,0,0,0,0,4,6,7
MS Dhoni,A Ashish Reddy,4,5,3,0,3,0,1,0,2,16,8,1
MS Dhoni,A Kumble,10,13,3,0,1,0,0,0,0,27,8,10
MS Dhoni,A Mishra,6,10,0,1,1,0,1,0,0,19,8,9
MS Dhoni,A Mithun,2,8,0,0,2,0,3,0,0,15,8,3
MS Dhoni,A Nehra,4,19,7,0,7,0,3,0,3,40,8,6
MS Dhoni,A Singh,0,1,0,0,1,0,1,0,0,3,8,3
MS Dhoni,A Symonds,6,7,2,0,0,0,1,0,1,16,8,7
MS Dhoni,AB Agarkar,7,16,2,0,6,0,1,0,0,32,8,2
MS Dhoni,AB Dinda,7,8,3,0,4,0,2,0,2,24,8,9
MS Dhoni,AB McDonald,1,1,0,0,1,0,1,0,0,4,8,10
MS Dhoni,AC Thomas,0,2,0,0,0,0,0,0,0,2,8,4
MS Dhoni,AC Voges,0,2,0,0,0,0,0,0,0,2,8,7
MS Dhoni,AD Mascarenhas,0,1,1,0,0,0,0,0,0,2,8,2
MS Dhoni,AD Mathews,0,1,0,0,0,0,1,0,0,2,8,7
MS Dhoni,AD Russell,3,7,0,1,1,0,1,0,1,13,8,4
MS Dhoni,AN Ahmed,1,1,2,0,2,0,0,0,1,6,8,9
MS Dhoni,AR Patel,14,12,3,1,3,0,6,0,0,39,8,10
MS Dhoni,Ankit Sharma,0,3,1,0,0,0,0,0,0,4,8,6
MS Dhoni,Anureet Singh,2,6,2,0,1,0,2,0,0,13,8,2
MS Dhoni,Azhar Mahmood,3,0,0,0,0,0,0,0,0,3,8,5
MS Dhoni,B Akhil,3,1,1,0,0,0,0,0,0,5,8,8
MS Dhoni,B Kumar,4,13,2,1,2,0,2,0,0,24,8,8
MS Dhoni,B Lee,0,3,3,0,2,0,0,0,0,8,8,6
MS Dhoni,BA Bhatt,2,1,0,0,0,0,0,0,1,3,8,9
MS Dhoni,BAW Mendis,4,4,1,0,1,0,0,0,0,10,8,4
MS Dhoni,BB Sran,2,3,0,0,0,0,1,0,0,6,8,7
MS Dhoni,BE Hendricks,3,1,0,0,1,0,0,0,0,5,8,2
MS Dhoni,BJ Hodge,2,1,1,0,0,0,0,0,0,4,8,6
MS Dhoni,C Nanda,3,5,0,0,0,0,0,0,0,8,8,4
MS Dhoni,CH Gayle,7,10,3,0,1,0,4,0,0,25,8,5
MS Dhoni,CH Morris,5,4,1,0,1,0,0,0,0,11,8,5
MS Dhoni,CJ Anderson,0,2,0,0,1,0,0,0,0,3,8,1
MS Dhoni,CRD Fernando,3,3,0,0,0,0,0,0,0,6,8,10
MS Dhoni,D Wiese,2,5,2,1,1,0,0,0,1,11,8,9
MS Dhoni,DJ Bravo,7,14,3,0,6,0,2,0,0,32,8,3
MS Dhoni,DJ Hooda,1,2,0,0,0,0,0,0,0,3,8,8
MS Dhoni,DJ Hussey,1,3,0,0,0,0,1,0,0,5,8,1
MS Dhoni,DJ Muthuswami,2,1,0,0,0,0,0,0,0,3,8,3
MS Dhoni,DJ Thornely,3,2,0,0,2,0,0,0,0,7,8,7
MS Dhoni,DJG Sammy,2,3,2,0,2,0,0,0,0,9,8,6
MS Dhoni,DL Vettori,11,14,1,0,2,0,0,0,1,28,8,2
MS Dhoni,DP Nannes,3,0,0,0,0,0,0,0,2,3,8,1
MS Dhoni,DP Vijaykumar,1,2,1,0,0,0,0,0,0,4,8,8
MS Dhoni,DR Smith,0,1,0,0,0,0,0,0,0,1,8,4
MS Dhoni,DS Kulkarni,5,7,3,0,5,0,0,0,0,20,8,8
MS Dhoni,DT Christian,4,4,2,0,1,0,0,0,1,11,8,1
MS Dhoni,DW Steyn,19,15,9,0,9,0,6,0,2,58,8,4
MS Dhoni,GB Hogg,1,0,0,0,0,0,0,0,0,1,8,5
MS Dhoni,GD McGrath,3,8,1,0,1,0,0,0,0,13,8,1
MS Dhoni,GS Sandhu,0,2,0,0,2,0,0,0,0,4,8,9
MS Dhoni,Gurkeerat Singh,0,1,0,0,0,0,0,0,0,1,8,10
MS Dhoni,HH Pandya,7,5,1,0,0,0,0,0,0,13,8,10
MS Dhoni,HV Patel,11,11,2,0,2,0,0,0,2,26,8,8
MS Dhoni,Harbhajan Singh,11,20,1,0,3,0,2,0,1,37,8,1
MS Dhoni,Harmeet Singh,3,7,1,0,2,0,0,0,1,13,8,7
MS Dhoni,I Sharma,2,10,2,0,4,0,0,0,0,18,8,7
MS Dhoni,IK Pathan,6,24,2,0,4,0,6,0,1,42,8,2
MS Dhoni,Imran Tahir,7,7,1,0,0,0,0,0,1,15,8,1
MS Dhoni,Iqbal Abdulla,8,19,1,0,2,0,1,0,0,31,8,1
MS Dhoni,J Botha,3,4,0,0,1,0,0,0,0,8,8,10
MS Dhoni,J Suchith,4,3,1,0,0,0,0,0,0,8,8,9
MS Dhoni,J Syed Mohammad,1,4,1,0,0,0,0,0,0,6,8,10
MS Dhoni,J Theron,0,7,3,0,3,0,0,0,0,13,8,6
MS Dhoni,J Yadav,6,1,0,0,1,0,0,0,0,8,8,4
MS Dhoni,JA Morkel,2,3,0,0,1,0,0,0,0,6,8,5
MS Dhoni,JD Unadkat,1,3,3,0,3,0,2,0,1,12,8,4
MS Dhoni,JDS Neesham,0,0,1,0,0,0,0,0,0,1,8,7
MS Dhoni,JEC Franklin,1,3,0,0,1,0,1,0,0,6,8,9
MS Dhoni,JH Kallis,11,21,1,1,4,0,1,0,1,39,8,4
MS Dhoni,JJ Bumrah,1,5,2,0,0,0,0,0,1,8,8,9
MS Dhoni,JP Duminy,0,1,1,0,0,0,0,0,0,2,8,1
MS Dhoni,JP Faulkner,8,11,3,1,2,0,2,0,2,27,8,10
MS Dhoni,JR Hopes,4,7,3,0,1,0,1,0,1,16,8,8
MS Dhoni,Jaskaran Singh,1,1,0,0,2,0,0,0,0,4,8,5
MS Dhoni,K Goel,0,1,1,0,2,0,0,0,0,4,8,2
MS Dhoni,KA Pollard,13,24,2,0,10,0,6,0,3,55,8,8
MS Dhoni,KJ Abbott,0,1,0,0,0,0,0,0,0,1,8,6
MS Dhoni,KK Cooper,5,7,6,0,1,0,0,0,1,19,8,9
MS Dhoni,KP Pietersen,1,3,0,0,0,0,0,0,0,4,8,9
MS Dhoni,KV Sharma,8,8,0,0,1,0,3,0,0,20,8,5
MS Dhoni,KW Richardson,2,2,1,0,0,0,0,0,0,5,8,6
MS Dhoni,Kamran Khan,1,3,0,0,0,0,1,0,0,5,8,4
MS Dhoni,Karanveer Singh,3,6,4,0,0,0,1,0,1,14,8,2
MS Dhoni,L Balaji,5,11,3,0,4,0,2,0,2,25,8,9
MS Dhoni,LJ Wright,0,0,0,0,1,0,1,0,0,2,8,1
MS Dhoni,LR Shukla,4,5,5,0,4,0,1,0,0,19,8,5
MS Dhoni,LRPL Taylor,0,3,0,0,0,0,1,0,0,4,8,9
MS Dhoni,M Kartik,11,17,5,1,1,0,2,0,0,37,8,5
MS Dhoni,M Morkel,2,4,1,0,4,0,2,0,1,13,8,2
MS Dhoni,M Muralitharan,1,3,2,0,1,0,0,0,0,7,8,5
MS Dhoni,M de Lange,1,3,1,0,3,0,1,0,1,9,8,3
MS Dhoni,MA Khote,1,3,1,0,0,0,1,0,1,6,8,1
MS Dhoni,MA Starc,2,7,2,0,3,0,0,0,1,14,8,2
MS Dhoni,MC Henriques,2,3,1,0,1,0,0,0,0,7,8,4
MS Dhoni,MG Johnson,12,14,3,0,2,0,3,0,1,34,8,7
MS Dhoni,MJ McClenaghan,5,6,0,0,2,0,0,0,0,13,8,6
MS Dhoni,MM Patel,3,9,0,0,2,0,0,0,1,14,8,7
MS Dhoni,MM Sharma,3,3,1,0,2,0,0,0,1,9,8,9
MS Dhoni,MN Samuels,1,4,1,0,1,0,1,0,0,8,8,1
MS Dhoni,MR Marsh,0,4,0,0,0,0,0,0,0,4,8,7
MS Dhoni,Mohammad Asif,3,8,3,0,2,0,0,0,1,16,8,9
MS Dhoni,Mohammad Hafeez,1,3,0,0,0,0,0,0,0,4,8,6
MS Dhoni,Mohammed Shami,1,3,2,0,1,0,2,0,0,9,8,5
MS Dhoni,Mustafizur Rahman,1,3,2,0,0,0,0,0,0,6,8,5
MS Dhoni,NLTC Perera,1,2,1,1,1,0,0,0,1,6,8,8
MS Dhoni,NM Coulter-Nile,5,2,0,0,0,0,2,0,1,9,8,5
MS Dhoni,P Awana,7,4,1,0,2,0,1,0,1,15,8,8
MS Dhoni,P Kumar,10,12,2,0,5,0,2,0,1,31,8,9
MS Dhoni,P Negi,1,3,0,0,0,0,1,0,0,5,8,6
MS Dhoni,PJ Cummins,0,1,0,0,0,0,0,0,0,1,8,5
MS Dhoni,PJ Sangwan,2,9,0,0,1,0,0,0,0,12,8,6
MS Dhoni,PM Sarvesh Kumar,1,0,0,0,2,0,0,0,0,3,8,10
MS Dhoni,PP Chawla,13,17,6,0,3,0,3,0,1,42,8,10
MS Dhoni,PP Ojha,40,44,8,0,3,0,5,0,7,100,8,1
MS Dhoni,PV Tambe,6,7,0,0,1,0,0,0,1,14,8,3
MS Dhoni,Pankaj Singh,1,2,0,0,0,0,0,0,0,3,8,2
MS Dhoni,Parvez Rasool,3,4,1,0,0,0,0,0,0,8,8,8
MS Dhoni,R Bhatia,5,17,1,1,0,0,0,0,2,24,8,7
MS Dhoni,R Dhawan,3,3,0,0,0,0,0,0,0,6,8,3
MS Dhoni,R McLaren,1,4,1,0,2,0,0,0,0,8,8,9
MS Dhoni,R Rampaul,2,4,1,0,1,0,2,0,1,10,8,10
MS Dhoni,R Sathish,0,1,0,0,0,0,0,0,1,1,8,4
MS Dhoni,R Sharma,6,10,0,1,2,0,0,0,1,19,8,5
MS Dhoni,R Vinay Kumar,5,16,4,0,0,0,2,0,1,27,8,3
MS Dhoni,RA Jadeja,6,7,2,0,0,0,3,0,1,18,8,4
MS Dhoni,RE van der Merwe,12,20,5,1,0,0,0,0,2,38,8,9
MS Dhoni,RG Sharma,2,7,1,0,0,0,0,0,0,10,8,7
MS Dhoni,RJ Harris,1,4,3,0,4,0,0,0,1,12,8,5
MS Dhoni,RJ Peterson,1,1,2,0,1,0,1,0,0,6,8,2
MS Dhoni,RP Singh,10,16,3,0,5,0,1,0,1,35,8,10
MS Dhoni,RR Bhatkal,0,2,1,0,1,0,1,0,0,5,8,3
MS Dhoni,RR Raje,1,5,1,0,1,0,0,0,0,8,8,4
MS Dhoni,RS Bopara,3,5,0,0,3,0,0,0,0,11,8,3
MS Dhoni,RV Gomez,0,1,0,0,0,0,0,0,0,1,8,1
MS Dhoni,S Aravind,2,4,0,0,0,0,1,0,1,7,8,4
MS Dhoni,S Kaul,1,4,0,0,0,0,1,0,0,6,8,2
MS Dhoni,S Kaushik,1,2,0,0,0,0,0,0,0,3,8,2
MS Dhoni,S Ladda,1,3,0,0,0,0,1,0,0,5,8,8
MS Dhoni,S Nadeem,1,12,1,0,0,0,0,0,0,14,8,10
MS Dhoni,S Narwal,0,3,1,0,1,0,0,0,0,5,8,6
MS Dhoni,S Sreesanth,3,5,1,0,0,0,0,0,1,9,8,5
MS Dhoni,SB Bangar,4,2,3,0,0,0,0,0,0,9,8,1
MS Dhoni,SB Jakati,1,3,0,0,1,0,1,0,0,6,8,1
MS Dhoni,SB Styris,3,5,1,0,2,0,0,0,0,11,8,8
MS Dhoni,SE Bond,0,2,2,0,2,0,1,0,0,7,8,8
MS Dhoni,SK Trivedi,12,11,6,0,3,0,1,0,1,33,8,5
MS Dhoni,SK Warne,9,6,0,0,0,0,1,0,1,16,8,2
MS Dhoni,SL Malinga,16,26,6,0,5,0,3,0,2,56,8,4
MS Dhoni,SM Pollock,6,0,0,0,0,0,0,0,0,6,8,3
MS Dhoni,SP Narine,18,17,2,0,0,0,0,0,1,37,8,8
MS Dhoni,SR Watson,13,10,3,0,2,0,2,0,2,30,8,3
MS Dhoni,ST Jayasuriya,2,6,0,0,0,0,1,0,0,9,8,7
MS Dhoni,STR Binny,4,6,2,0,1,0,0,0,0,13,8,10
MS Dhoni,SW Tait,1,0,0,0,0,0,0,0,0,1,8,8
MS Dhoni,Sandeep Sharma,3,8,0,0,1,0,1,0,0,13,8,5
MS Dhoni,Shahid Afridi,3,2,0,0,2,0,0,0,0,7,8,2
MS Dhoni,Shakib Al Hasan,0,4,0,0,0,0,0,0,0,4,8,10
MS Dhoni,Shoaib Ahmed,4,6,0,0,0,0,0,0,0,10,8,3
MS Dhoni,Shoaib Malik,1,1,0,0,0,0,0,0,0,2,8,3
MS Dhoni,Sohail Tanvir,1,4,1,0,1,0,1,0,1,8,8,10
MS Dhoni,Sunny Gupta,0,2,0,0,0,0,2,0,0,4,8,5
MS Dhoni,T Shamsi,1,6,2,0,2,0,0,0,0,11,8,3
MS Dhoni,TA Boult,5,3,1,0,2,0,0,0,1,11,8,10
MS Dhoni,TG Southee,0,1,2,0,1,0,0,0,0,4,8,10
MS Dhoni,TL Suman,1,8,0,0,1,0,0,0,0,10,8,6
MS Dhoni,UT Yadav,6,8,5,1,2,0,1,0,1,23,8,8
MS Dhoni,V Kohli,0,6,3,0,0,0,0,0,0,9,8,8
MS Dhoni,V Pratap Singh,1,1,0,0,0,0,0,0,0,2,8,4
MS Dhoni,V Sehwag,5,4,0,0,1,0,1,0,0,11,8,2
MS Dhoni,VR Aaron,1,4,1,0,2,0,0,0,1,8,8,7
MS Dhoni,VRV Singh,5,5,2,1,2,0,2,0,0,17,8,9
MS Dhoni,VY Mahesh,5,4,1,0,0,0,0,0,1,10,8,6
MS Dhoni,WD Parnell,2,0,0,0,0,0,0,0,0,2,8,6
MS Dhoni,WPUJC Vaas,0,3,0,0,0,0,0,0,0,3,8,6
MS Dhoni,Y Venugopal Rao,3,5,0,0,0,0,1,0,0,9,8,9
MS Dhoni,YK Pathan,1,6,0,0,0,0,0,0,1,7,8,10
MS Dhoni,YS Chahal,10,13,1,0,2,0,1,0,1,27,8,9
MS Dhoni,Yuvraj Singh,8,16,1,0,4,0,4,0,0,33,8,8
MS Dhoni,Z Khan,13,12,8,0,5,0,5,0,7,43,8,7
MS Gony,DJ Bravo,1,0,0,0,0,0,0,0,0,1,5,3
MS Gony,DL Vettori,1,0,0,0,0,0,1,0,1,2,5,2
MS Gony,Harbhajan Singh,3,0,0,0,0,0,0,0,1,3,5,1
MS Gony,J Theron,2,2,0,0,0,0,0,0,1,4,5,6
MS Gony,JH Kallis,3,0,0,0,0,0,0,0,1,3,5,4
MS Gony,JP Faulkner,1,1,1,0,0,0,0,0,1,3,5,10
MS Gony,KK Cooper,0,1,0,0,0,0,0,0,0,1,5,9
MS Gony,L Balaji,2,1,2,0,1,0,1,0,0,7,5,9
MS Gony,MM Patel,1,0,0,0,0,0,0,0,0,1,5,7
MS Gony,NLTC Perera,0,1,0,0,0,0,0,0,0,1,5,8
MS Gony,P Kumar,1,1,0,0,1,0,0,0,1,3,5,9
MS Gony,PP Chawla,4,1,0,0,0,0,1,0,1,6,5,10
MS Gony,R McLaren,1,0,0,0,0,0,0,0,1,1,5,9
MS Gony,RA Jadeja,3,1,0,0,0,0,0,0,1,4,5,4
MS Gony,RP Singh,2,0,0,0,0,0,0,0,0,2,5,10
MS Gony,SB Bangar,0,1,1,0,0,0,2,0,0,4,5,1
MS Gony,SB Jakati,1,3,0,0,0,0,0,0,0,4,5,1
MS Gony,SMSM Senanayake,1,1,0,0,2,0,0,0,0,4,5,6
MS Gony,SP Narine,1,3,0,0,1,0,2,0,0,7,5,8
MS Gony,SR Watson,1,0,0,0,0,0,0,0,0,1,5,3
MS Gony,Shoaib Malik,0,2,0,0,1,0,1,0,0,4,5,3
MS Gony,Sohail Tanvir,2,4,0,0,0,0,0,0,0,6,5,10
MS Gony,VY Mahesh,0,2,0,0,0,0,0,0,0,2,5,6
MS Gony,WA Mota,1,1,0,0,0,0,0,0,0,2,5,8
MS Wade,A Mithun,1,1,1,0,0,0,0,0,1,3,2,3
MS Wade,AC Thomas,3,1,0,0,0,0,0,0,0,4,2,4
MS Wade,CH Gayle,0,1,0,0,0,0,0,0,0,1,2,5
MS Wade,DL Vettori,1,4,0,0,0,0,0,0,0,5,2,2
MS Wade,JP Faulkner,1,1,0,0,0,0,0,0,0,2,2,10
MS Wade,MR Marsh,3,4,1,0,0,0,0,0,1,8,2,7
MS Wade,R Sharma,5,2,2,0,0,0,0,0,1,9,2,5
MS Wade,SS Mundhe,0,1,0,0,0,0,0,0,0,1,2,10
MV Boucher,A Mishra,1,2,0,0,0,0,0,0,0,3,5,9
MV Boucher,A Nehra,8,3,3,0,4,0,1,0,0,19,5,6
MV Boucher,A Symonds,0,1,0,0,0,0,0,0,0,1,5,7
MV Boucher,AB Agarkar,2,4,1,0,1,0,0,0,0,8,5,2
MV Boucher,AB Dinda,3,3,0,0,1,0,0,0,0,7,5,9
MV Boucher,AB McDonald,0,1,0,0,0,0,0,0,0,1,5,10
MV Boucher,AD Mathews,0,1,0,0,0,0,0,0,0,1,5,7
MV Boucher,BAW Mendis,2,0,0,0,0,0,0,0,0,2,5,4
MV Boucher,BJ Hodge,0,3,1,0,0,0,1,0,0,5,5,6
MV Boucher,C Nanda,2,3,1,0,0,0,1,0,0,7,5,4
MV Boucher,CH Gayle,1,1,2,0,2,0,0,0,0,6,5,5
MV Boucher,CK Langeveldt,0,1,0,0,1,0,0,0,0,2,5,3
MV Boucher,CRD Fernando,2,0,0,0,0,0,0,0,1,2,5,10
MV Boucher,DJ Bravo,2,4,2,0,0,0,0,0,0,8,5,3
MV Boucher,DL Vettori,3,8,2,0,1,0,0,0,0,14,5,2
MV Boucher,DP Nannes,3,3,1,0,1,0,0,0,0,8,5,1
MV Boucher,DS Kulkarni,1,2,3,0,0,0,0,0,0,6,5,8
MV Boucher,GD McGrath,1,0,0,0,1,0,0,0,0,2,5,1
MV Boucher,Harbhajan Singh,1,6,1,0,2,0,0,0,0,10,5,1
MV Boucher,Harmeet Singh,4,0,0,0,1,0,0,0,1,5,5,7
MV Boucher,I Sharma,3,8,3,0,1,0,0,1,0,16,5,7
MV Boucher,IK Pathan,1,6,0,0,1,0,0,0,1,8,5,2
MV Boucher,JA Morkel,5,2,0,0,3,0,0,0,1,10,5,5
MV Boucher,JR Hopes,4,2,0,0,2,0,1,0,0,9,5,8
MV Boucher,Joginder Sharma,2,1,0,0,0,0,0,0,0,3,5,5
MV Boucher,L Balaji,2,4,0,0,1,0,0,0,0,7,5,9
MV Boucher,LR Shukla,0,2,0,0,0,0,0,0,0,2,5,5
MV Boucher,M Kartik,1,3,1,0,3,0,1,0,1,9,5,5
MV Boucher,M Muralitharan,4,1,0,0,0,0,0,0,1,5,5,5
MV Boucher,MM Patel,1,2,0,0,0,0,0,0,0,3,5,7
MV Boucher,MS Gony,1,0,1,0,0,0,0,0,1,2,5,10
MV Boucher,Mohammad Asif,0,2,1,0,0,0,0,0,0,3,5,9
MV Boucher,P Amarnath,0,1,0,0,0,0,0,0,0,1,5,2
MV Boucher,PJ Sangwan,6,4,0,0,0,0,2,0,2,12,5,6
MV Boucher,PP Chawla,3,5,0,0,1,0,0,0,0,9,5,10
MV Boucher,PP Ojha,1,2,0,0,1,0,0,0,0,4,5,1
MV Boucher,R Ashwin,0,4,0,0,0,0,1,0,0,5,5,9
MV Boucher,RA Jadeja,2,3,0,0,0,0,0,0,1,5,5,4
MV Boucher,RP Singh,2,1,2,0,1,0,0,0,2,6,5,10
MV Boucher,S Sreesanth,0,2,0,0,0,0,0,0,0,2,5,5
MV Boucher,SB Styris,2,2,0,0,0,0,0,0,0,4,5,8
MV Boucher,SC Ganguly,7,6,1,0,0,0,0,0,1,14,5,2
MV Boucher,SK Trivedi,0,1,0,0,0,0,0,0,0,1,5,5
MV Boucher,SK Warne,5,1,1,0,0,0,0,0,1,7,5,2
MV Boucher,SL Malinga,1,7,2,0,1,0,1,0,0,12,5,4
MV Boucher,SM Pollock,2,5,0,1,2,0,0,0,0,10,5,3
MV Boucher,ST Jayasuriya,1,2,0,0,0,0,1,0,0,4,5,7
MV Boucher,Shahid Afridi,0,4,0,0,0,0,0,0,0,4,5,2
MV Boucher,Sohail Tanvir,1,1,0,0,0,0,0,0,0,2,5,10
MV Boucher,Umar Gul,0,4,0,0,0,0,0,0,0,4,5,1
MV Boucher,V Sehwag,0,2,0,0,1,0,2,0,0,5,5,2
MV Boucher,VRV Singh,1,3,0,0,0,0,0,0,0,4,5,9
MV Boucher,VY Mahesh,2,1,1,0,0,0,0,0,0,4,5,6
MV Boucher,Yuvraj Singh,3,2,0,0,0,0,0,0,1,5,5,8
Mandeep Singh,A Ashish Reddy,3,3,0,0,0,0,1,0,1,7,9,1
Mandeep Singh,A Chandila,7,1,0,0,0,0,0,0,1,8,9,6
Mandeep Singh,A Mishra,8,2,2,0,2,0,0,0,2,14,9,9
Mandeep Singh,A Nehra,2,2,0,0,3,0,0,0,0,7,9,6
Mandeep Singh,AA Chavan,3,6,1,0,2,0,1,0,1,13,9,7
Mandeep Singh,AA Jhunjhunwala,3,3,1,0,2,0,0,0,0,9,9,3
Mandeep Singh,AB Dinda,3,9,2,0,3,0,0,0,0,17,9,9
Mandeep Singh,AB McDonald,1,4,0,0,1,0,0,0,0,6,9,10
Mandeep Singh,AD Mathews,1,3,1,0,0,0,0,0,0,5,9,7
Mandeep Singh,AD Russell,0,2,1,0,0,0,2,0,0,5,9,4
Mandeep Singh,AM Salvi,0,1,0,0,0,0,0,0,0,1,9,1
Mandeep Singh,AR Patel,1,3,0,0,1,0,0,0,1,5,9,10
Mandeep Singh,AS Rajpoot,0,2,0,0,0,0,0,0,0,2,9,9
Mandeep Singh,Ankit Sharma,0,2,0,0,1,0,0,0,0,3,9,6
Mandeep Singh,B Kumar,5,6,4,0,3,0,0,0,0,18,9,8
Mandeep Singh,B Lee,3,0,0,0,1,0,0,0,0,4,9,6
Mandeep Singh,BAW Mendis,3,5,1,0,2,0,0,0,0,11,9,4
Mandeep Singh,BE Hendricks,1,2,0,0,0,0,0,0,0,3,9,2
Mandeep Singh,BW Hilfenhaus,5,4,0,0,2,0,0,0,0,11,9,9
Mandeep Singh,CH Morris,1,3,1,0,0,0,0,0,0,5,9,5
Mandeep Singh,CJ McKay,2,0,1,0,3,0,0,0,0,6,9,7
Mandeep Singh,DJ Bravo,4,5,2,0,0,0,0,0,1,11,9,3
Mandeep Singh,DJ Harris,0,0,0,0,1,0,0,0,0,1,9,6
Mandeep Singh,DL Vettori,1,4,1,0,0,0,0,0,0,6,9,2
Mandeep Singh,DP Nannes,5,2,1,0,1,0,0,0,1,9,9,1
Mandeep Singh,DS Kulkarni,6,5,0,0,2,0,2,0,0,15,9,8
Mandeep Singh,DT Christian,5,3,0,1,3,0,0,0,0,12,9,1
Mandeep Singh,DW Steyn,3,2,0,0,0,0,0,0,1,5,9,4
Mandeep Singh,GB Hogg,1,2,0,0,0,0,1,0,0,4,9,5
Mandeep Singh,GH Vihari,3,1,0,0,0,0,0,0,0,4,9,10
Mandeep Singh,HV Patel,1,4,2,0,0,1,0,0,1,8,9,8
Mandeep Singh,Harbhajan Singh,2,1,1,0,0,0,0,0,0,4,9,1
Mandeep Singh,I Sharma,2,1,2,0,1,0,0,0,1,6,9,7
Mandeep Singh,IK Pathan,5,2,1,0,5,0,0,0,1,13,9,2
Mandeep Singh,J Botha,3,2,1,0,2,0,0,0,0,8,9,10
Mandeep Singh,J Theron,3,1,1,0,0,0,0,0,0,5,9,6
Mandeep Singh,JA Morkel,7,10,2,0,5,0,0,0,1,24,9,5
Mandeep Singh,JD Ryder,2,3,2,0,0,0,0,0,1,7,9,10
Mandeep Singh,JD Unadkat,1,4,1,0,1,0,1,0,0,8,9,4
Mandeep Singh,JH Kallis,9,8,0,0,2,0,0,0,2,19,9,4
