BatsmanName,BowlerName,0s,1s,2s,3s,4s,5s,6s,extras,wickets,total_balls,bat_clust,bowl_clust
A Ashish Reddy,A Nehra,4,4,0,0,1,0,0,0,1,9,2,6
A Ashish Reddy,AB Dinda,1,5,0,0,1,0,0,0,0,7,2,9
A Ashish Reddy,AD Mathews,2,5,2,0,1,0,2,0,0,12,2,7
A Ashish Reddy,AD Russell,0,2,1,0,0,0,0,0,1,3,2,4
A Ashish Reddy,Anureet Singh,0,2,0,0,0,0,0,0,0,2,2,2
A Ashish Reddy,Azhar Mahmood,1,2,0,0,0,0,0,0,0,3,2,5
A Ashish Reddy,B Kumar,0,1,0,0,0,0,0,0,0,1,2,8
A Ashish Reddy,BW Hilfenhaus,1,0,1,0,0,0,0,0,1,2,2,9
A Ashish Reddy,CH Morris,1,2,0,1,0,0,1,0,0,5,2,5
A Ashish Reddy,DJ Bravo,4,4,1,0,3,0,1,0,1,13,2,3
A Ashish Reddy,Harbhajan Singh,3,3,1,0,0,0,1,0,0,8,2,1
A Ashish Reddy,Imran Tahir,0,2,0,0,0,0,0,0,0,2,2,1
A Ashish Reddy,J Botha,2,0,0,0,0,0,0,0,0,2,2,10
A Ashish Reddy,JEC Franklin,1,1,1,0,0,0,0,0,0,3,2,9
A Ashish Reddy,JP Duminy,0,1,0,0,0,0,0,0,0,1,2,1
A Ashish Reddy,JP Faulkner,1,0,1,0,0,0,0,0,0,2,2,10
A Ashish Reddy,KA Pollard,1,1,1,0,0,0,0,0,1,3,2,8
A Ashish Reddy,KK Cooper,1,2,1,0,1,0,0,0,0,5,2,9
A Ashish Reddy,M Kartik,3,4,1,0,0,0,0,0,0,8,2,5
A Ashish Reddy,M Morkel,1,3,1,0,0,0,0,0,1,5,2,2
A Ashish Reddy,MG Johnson,0,1,1,0,1,0,0,0,0,3,2,7
A Ashish Reddy,MM Patel,2,0,0,0,0,0,0,0,1,2,2,7
A Ashish Reddy,MM Sharma,0,1,0,0,0,0,1,0,0,2,2,9
A Ashish Reddy,MR Marsh,0,3,0,0,0,0,0,0,0,3,2,7
A Ashish Reddy,MS Gony,2,1,0,0,1,0,0,0,0,4,2,10
A Ashish Reddy,NM Coulter-Nile,1,0,0,0,0,0,0,0,1,1,2,5
A Ashish Reddy,P Awana,1,0,0,0,1,0,0,0,1,2,2,8
A Ashish Reddy,P Kumar,1,2,0,0,1,0,0,0,0,4,2,9
A Ashish Reddy,PP Chawla,0,2,0,0,0,0,0,0,0,2,2,10
A Ashish Reddy,PV Tambe,1,3,0,0,0,0,0,0,0,4,2,3
A Ashish Reddy,Parvez Rasool,2,4,0,0,2,0,1,0,0,9,2,8
A Ashish Reddy,R Vinay Kumar,2,7,1,0,0,0,1,0,2,11,2,3
A Ashish Reddy,RJ Peterson,3,1,0,0,0,0,1,0,0,5,2,2
A Ashish Reddy,RP Singh,1,1,0,0,0,0,0,0,1,2,2,10
A Ashish Reddy,SL Malinga,2,1,1,0,0,0,0,0,0,4,2,4
A Ashish Reddy,SMSM Senanayake,2,1,1,0,0,0,0,0,1,4,2,6
A Ashish Reddy,SP Narine,0,1,0,0,0,0,0,0,0,1,2,8
A Ashish Reddy,SR Watson,2,3,0,0,0,0,0,0,1,5,2,3
A Ashish Reddy,STR Binny,1,2,1,0,0,0,0,0,1,4,2,10
A Ashish Reddy,SW Tait,1,0,1,0,2,0,0,0,0,4,2,8
A Ashish Reddy,Sandeep Sharma,0,1,0,0,0,0,2,0,0,3,2,5
A Ashish Reddy,TG Southee,0,2,1,0,0,0,1,0,0,4,2,10
A Ashish Reddy,UT Yadav,1,5,1,0,2,0,1,0,0,10,2,8
A Ashish Reddy,YS Chahal,4,1,0,0,0,0,2,0,0,7,2,9
A Chandila,R Rampaul,1,1,0,0,0,0,0,0,0,2,3,10
A Chandila,R Vinay Kumar,1,1,0,0,0,0,0,0,0,2,3,3
A Chandila,RP Singh,0,2,0,0,0,0,0,0,0,2,3,10
A Chandila,V Pratap Singh,1,0,0,0,0,0,0,0,1,1,3,4
A Chopra,DP Vijaykumar,4,1,0,0,0,0,0,0,0,5,6,8
A Chopra,DW Steyn,3,1,0,0,0,0,0,0,1,4,6,4
A Chopra,GD McGrath,2,2,0,0,0,0,0,0,0,4,6,1
A Chopra,Harmeet Singh,5,2,0,0,1,0,0,0,0,8,6,7
A Chopra,JR Hopes,1,1,0,0,0,0,0,0,1,2,6,8
A Chopra,PJ Sangwan,6,3,0,0,1,0,0,0,1,10,6,6
A Chopra,PP Chawla,0,1,0,0,0,0,0,0,0,1,6,10
A Chopra,PP Ojha,3,3,0,0,0,0,0,0,1,6,6,1
A Chopra,RP Singh,0,4,1,0,1,0,0,0,0,6,6,10
A Chopra,SB Bangar,1,1,0,0,2,0,0,0,0,4,6,1
A Chopra,SB Styris,5,1,0,0,1,0,0,0,0,7,6,8
A Chopra,SM Pollock,3,1,0,0,0,0,0,0,0,4,6,3
A Chopra,VY Mahesh,2,1,0,0,1,0,0,0,0,4,6,6
A Chopra,WPUJC Vaas,1,1,0,0,0,0,0,0,0,2,6,6
A Chopra,Y Venugopal Rao,4,2,1,0,0,0,0,0,1,7,6,9
A Chopra,Z Khan,0,1,0,0,0,0,0,0,0,1,6,7
A Flintoff,A Nehra,2,1,1,0,0,0,0,0,1,4,2,6
A Flintoff,DJ Bravo,3,1,0,1,1,0,1,0,0,7,2,3
A Flintoff,DL Vettori,3,2,1,0,0,0,0,0,0,6,2,2
A Flintoff,DP Nannes,1,0,0,0,0,0,0,0,0,1,2,1
A Flintoff,DW Steyn,1,5,0,0,1,0,1,0,0,8,2,4
A Flintoff,Harbhajan Singh,2,3,0,0,0,0,0,0,1,5,2,1
A Flintoff,KP Pietersen,1,2,0,0,1,0,0,0,0,4,2,9
A Flintoff,MK Tiwary,0,3,0,0,0,0,0,0,0,3,2,7
A Flintoff,P Kumar,0,2,0,0,0,0,0,0,0,2,2,9
A Flintoff,PJ Sangwan,0,3,0,0,1,0,0,0,0,4,2,6
A Flintoff,RR Raje,0,1,0,0,0,0,0,0,0,1,2,4
A Flintoff,SL Malinga,1,2,0,0,1,0,0,0,0,4,2,4
A Flintoff,ST Jayasuriya,0,3,0,0,1,0,0,0,0,4,2,7
A Flintoff,Z Khan,3,1,0,0,0,0,0,0,0,4,2,7
A Kumble,A Flintoff,1,1,0,0,0,0,0,0,0,2,5,10
A Kumble,A Mishra,0,1,0,0,0,0,0,0,0,1,5,9
A Kumble,AB McDonald,0,1,0,0,0,0,0,0,0,1,5,10
A Kumble,CRD Fernando,1,2,0,0,0,0,0,0,0,3,5,10
A Kumble,DJ Bravo,1,1,0,0,1,0,0,0,0,3,5,3
A Kumble,Harbhajan Singh,1,1,0,0,0,0,0,0,0,2,5,1
A Kumble,Harmeet Singh,1,1,0,0,0,0,0,0,0,2,5,7
A Kumble,IK Pathan,2,2,0,0,2,0,0,0,0,6,5,2
A Kumble,JA Morkel,0,0,1,0,0,0,0,0,0,1,5,5
A Kumble,M Muralitharan,3,0,0,0,0,0,0,0,0,3,5,5
A Kumble,PP Chawla,3,1,0,0,0,0,0,0,0,4,5,10
A Kumble,R McLaren,1,2,0,0,0,0,0,0,0,3,5,9
A Kumble,RA Jadeja,1,2,0,0,0,0,0,0,0,3,5,4
A Kumble,RJ Harris,1,1,0,0,0,0,0,0,0,2,5,5
A Kumble,RP Singh,0,2,0,0,0,0,0,0,0,2,5,10
A Kumble,SK Warne,1,1,0,0,1,0,0,0,0,3,5,2
A Kumble,SL Malinga,0,1,0,0,0,0,0,0,0,1,5,4
A Kumble,Sohail Tanvir,1,1,0,0,0,0,0,0,1,2,5,10
A Kumble,VRV Singh,1,2,0,0,0,0,0,0,0,3,5,9
A Kumble,YA Abdulla,1,1,0,0,0,0,0,0,1,2,5,3
A Mishra,A Nehra,0,2,1,0,0,0,0,0,1,3,1,6
A Mishra,A Singh,0,2,0,0,0,0,0,0,0,2,1,3
A Mishra,A Symonds,1,0,0,0,0,0,0,0,1,1,1,7
A Mishra,AB Agarkar,1,4,0,0,0,0,0,0,0,5,1,2
A Mishra,AB Dinda,3,9,1,0,2,0,0,0,1,15,1,9
A Mishra,AD Mathews,2,6,0,0,0,0,0,0,0,8,1,7
A Mishra,AG Murtaza,0,3,0,0,0,0,0,0,0,3,1,1
A Mishra,AN Ahmed,1,3,0,0,0,0,0,0,1,4,1,9
A Mishra,Azhar Mahmood,0,3,0,0,1,0,0,0,0,4,1,5
A Mishra,B Lee,0,2,0,0,0,0,0,0,0,2,1,6
A Mishra,CH Morris,3,1,1,0,0,0,0,0,0,5,1,5
A Mishra,CRD Fernando,1,2,1,0,0,0,0,0,1,4,1,10
A Mishra,D Wiese,0,1,0,0,0,0,0,0,0,1,1,9
A Mishra,DE Bollinger,4,0,1,0,0,0,0,0,2,5,1,2
A Mishra,DJ Bravo,0,2,0,0,0,0,0,0,0,2,1,3
A Mishra,DS Kulkarni,1,2,0,1,0,0,0,0,0,4,1,8
A Mishra,GB Hogg,5,1,0,0,0,0,0,0,1,6,1,5
A Mishra,Harbhajan Singh,2,6,0,0,1,0,0,0,0,9,1,1
A Mishra,Harmeet Singh,1,0,0,0,0,0,0,0,1,1,1,7
A Mishra,I Sharma,2,1,0,0,0,0,0,0,0,3,1,7
A Mishra,IK Pathan,1,4,2,0,0,0,0,0,0,7,1,2
A Mishra,Iqbal Abdulla,2,5,0,0,2,0,0,0,1,9,1,1
A Mishra,J Theron,0,4,0,0,0,0,0,0,0,4,1,6
A Mishra,JA Morkel,1,1,0,0,0,0,0,0,0,2,1,5
A Mishra,JD Unadkat,0,2,0,0,0,0,1,0,0,3,1,4
A Mishra,JH Kallis,2,4,2,0,0,0,0,0,0,8,1,4
A Mishra,JJ Bumrah,2,0,0,0,0,0,0,0,1,2,1,9
A Mishra,JO Holder,6,1,1,0,2,0,0,0,0,10,1,8
A Mishra,JP Duminy,0,0,1,0,1,0,1,0,0,3,1,1
A Mishra,JP Faulkner,2,0,0,0,1,0,0,0,2,3,1,10
A Mishra,KA Pollard,6,4,0,0,0,0,0,0,1,10,1,8
A Mishra,KK Cooper,3,5,0,0,0,0,0,0,0,8,1,9
A Mishra,Kamran Khan,1,0,0,0,0,0,0,0,1,1,1,4
A Mishra,L Ablish,0,4,0,0,0,0,0,0,0,4,1,5
A Mishra,L Balaji,4,5,1,0,3,0,1,0,0,14,1,9
A Mishra,LR Shukla,1,0,0,0,0,0,0,0,1,1,1,5
A Mishra,M Morkel,3,5,2,0,1,0,0,0,1,11,1,2
A Mishra,MA Starc,2,1,0,0,0,0,0,0,1,3,1,2
A Mishra,MG Johnson,1,1,0,0,0,0,0,0,0,2,1,7
A Mishra,MJ McClenaghan,1,0,0,0,0,0,0,0,0,1,1,6
A Mishra,MM Patel,6,4,0,0,7,0,0,0,1,17,1,7
A Mishra,MM Sharma,1,0,0,0,0,0,0,0,0,1,1,9
A Mishra,MR Marsh,2,5,0,0,1,0,0,0,1,8,1,7
A Mishra,NLTC Perera,1,0,0,0,0,0,0,0,1,1,1,8
A Mishra,P Awana,0,1,0,0,0,0,0,0,0,1,1,8
A Mishra,PC Valthaty,1,0,0,0,0,0,0,0,1,1,1,5
A Mishra,PP Chawla,1,3,0,0,0,0,0,0,0,4,1,10
A Mishra,PP Ojha,4,2,0,0,0,0,0,0,0,6,1,1
A Mishra,R Ashwin,7,5,0,0,0,0,0,0,1,12,1,9
A Mishra,R Bhatia,0,1,0,0,0,0,0,0,0,1,1,7
A Mishra,R Dhawan,0,1,0,0,0,0,0,0,0,1,1,3
A Mishra,R Sharma,0,6,0,0,0,0,0,0,0,6,1,5
A Mishra,R Vinay Kumar,1,1,0,0,0,0,0,0,0,2,1,3
A Mishra,RA Jadeja,0,1,0,0,0,0,0,0,0,1,1,4
A Mishra,RP Singh,0,3,0,0,0,0,0,0,0,3,1,10
A Mishra,SC Ganguly,5,8,1,0,1,0,0,0,0,15,1,2
A Mishra,SK Trivedi,7,6,3,0,1,0,0,0,1,17,1,5
A Mishra,SK Warne,2,2,0,0,0,0,0,0,0,4,1,2
A Mishra,SL Malinga,7,4,0,0,0,0,0,0,2,11,1,4
A Mishra,SP Narine,0,1,0,0,0,0,0,0,0,1,1,8
A Mishra,SR Watson,2,1,0,0,1,0,0,0,0,4,1,3
A Mishra,ST Jayasuriya,0,1,0,0,0,0,0,0,0,1,1,7
A Mishra,STR Binny,4,3,0,0,0,0,0,0,0,7,1,10
A Mishra,TG Southee,1,1,0,0,0,0,0,0,0,2,1,10
A Mishra,UT Yadav,2,2,0,0,1,0,0,0,0,5,1,8
A Mishra,WPUJC Vaas,1,0,0,0,0,0,0,0,1,1,1,6
A Mithun,A Mishra,1,0,0,0,0,0,0,0,1,1,7,9
A Mithun,DJ Bravo,1,1,0,0,0,0,0,0,1,2,7,3
A Mithun,DL Vettori,1,1,0,0,1,0,0,0,0,3,7,2
A Mithun,M Morkel,2,0,0,0,0,0,0,0,1,2,7,2
A Mithun,PC Valthaty,1,1,1,0,0,0,0,0,0,3,7,5
A Mithun,PP Chawla,0,1,0,0,0,0,0,0,0,1,7,10
A Mithun,R Ashwin,0,2,0,0,0,0,0,0,0,2,7,9
A Mithun,RJ Harris,2,2,0,0,1,0,1,0,1,6,7,5
A Mithun,SK Raina,0,1,1,0,2,0,0,0,0,4,7,8
A Mithun,SP Narine,1,0,1,0,0,0,0,0,1,2,7,8
A Mukund,A Chandila,0,3,1,0,0,0,0,0,0,4,1,6
A Mukund,JP Faulkner,3,4,0,0,0,0,0,0,0,7,1,10
A Mukund,S Sreesanth,0,1,0,0,0,0,0,0,0,1,1,5
A Mukund,SK Trivedi,2,1,0,0,0,0,0,0,1,3,1,5
A Mukund,SR Watson,2,3,1,0,1,0,0,0,0,7,1,3
A Mukund,Sohail Tanvir,1,0,0,0,0,0,0,0,1,1,1,10
A Nehra,AD Mascarenhas,0,3,0,0,0,0,0,0,0,3,4,2
A Nehra,AD Russell,0,3,0,0,0,0,0,0,0,3,4,4
A Nehra,DJ Bravo,1,0,0,0,0,0,0,0,1,1,4,3
A Nehra,GB Hogg,1,0,0,0,0,0,0,0,0,1,4,5
A Nehra,Harmeet Singh,2,3,0,0,1,0,0,0,0,6,4,7
A Nehra,IK Pathan,8,1,0,0,0,0,0,0,1,9,4,2
A Nehra,J Theron,1,1,0,0,0,0,0,0,0,2,4,6
A Nehra,Joginder Sharma,1,1,0,0,0,0,0,0,0,2,4,5
A Nehra,KA Pollard,1,0,0,0,0,0,0,0,1,1,4,8
A Nehra,MA Starc,1,1,0,0,0,0,0,0,1,2,4,2
A Nehra,MG Johnson,1,1,0,0,0,0,0,0,0,2,4,7
A Nehra,MR Marsh,2,0,1,0,1,0,0,0,0,4,4,7
A Nehra,NLTC Perera,1,0,0,0,0,0,0,0,1,1,4,8
A Nehra,NM Coulter-Nile,0,1,0,0,0,0,0,0,0,1,4,5
A Nehra,P Awana,1,1,0,0,0,0,0,0,1,2,4,8
A Nehra,R Sharma,1,1,0,0,0,0,1,0,0,3,4,5
A Nehra,S Sreesanth,2,0,1,0,0,0,0,0,0,3,4,5
A Nehra,SL Malinga,3,0,0,0,0,0,0,0,1,3,4,4
A Nehra,SP Narine,1,0,0,0,0,0,0,0,1,1,4,8
A Nehra,STR Binny,1,1,1,0,1,0,0,0,0,4,4,10
A Nehra,SW Tait,2,2,0,0,0,0,0,0,0,4,4,8
A Nehra,VRV Singh,0,2,0,0,0,0,0,0,0,2,4,9
A Nehra,WPUJC Vaas,0,3,0,0,0,0,0,0,0,3,4,6
A Singh,A Mishra,1,0,0,0,0,0,0,0,1,1,8,9
A Singh,AB Agarkar,1,1,0,0,0,0,0,0,0,2,8,2
A Singh,DE Bollinger,0,1,0,0,0,0,0,0,0,1,8,2
A Singh,KA Pollard,2,1,0,0,0,0,0,0,1,3,8,8
A Singh,SK Raina,1,0,0,0,0,0,0,0,1,1,8,8
A Singh,Shakib Al Hasan,2,0,0,0,0,0,0,0,1,2,8,10
A Symonds,A Kumble,5,5,2,0,1,0,0,0,2,13,7,10
A Symonds,A Mishra,17,12,7,0,1,0,5,0,3,42,7,9
A Symonds,A Nehra,0,2,0,0,0,0,0,0,0,2,7,6
A Symonds,AB Agarkar,2,14,2,0,1,0,1,0,2,20,7,2
A Symonds,AB Dinda,2,0,0,0,0,0,0,0,0,2,7,9
A Symonds,AC Thomas,2,2,0,0,0,0,0,0,0,4,7,4
A Symonds,AD Mathews,3,3,2,0,0,0,0,0,0,8,7,7
A Symonds,AL Menaria,0,1,0,0,0,0,0,0,0,1,7,8
A Symonds,AP Dole,1,4,0,0,0,0,0,0,0,5,7,5
A Symonds,Anand Rajan,1,1,0,0,0,0,0,0,0,2,7,9
A Symonds,B Akhil,0,2,0,0,0,0,0,0,0,2,7,8
A Symonds,B Lee,3,5,1,0,0,0,0,0,0,9,7,6
A Symonds,BA Bhatt,2,2,0,0,0,0,0,0,0,4,7,9
A Symonds,BJ Hodge,1,1,0,0,0,0,0,0,0,2,7,6
A Symonds,Bipul Sharma,2,4,1,1,0,0,1,0,0,9,7,5
A Symonds,CH Gayle,1,1,0,0,0,0,0,0,1,2,7,5
A Symonds,CK Langeveldt,1,1,0,0,1,0,0,0,0,3,7,3
A Symonds,D Salunkhe,0,1,0,0,0,0,1,0,0,2,7,3
A Symonds,DE Bollinger,2,6,0,0,1,0,0,0,0,9,7,2
A Symonds,DJ Bravo,1,1,0,0,1,0,0,0,0,3,7,3
A Symonds,DJ Hussey,3,4,0,0,1,0,2,0,0,10,7,1
A Symonds,DP Nannes,1,7,2,0,4,0,0,0,0,14,7,1
A Symonds,DT Christian,4,6,1,0,1,0,0,0,0,12,7,1
A Symonds,DW Steyn,7,9,3,0,4,0,1,0,1,24,7,4
A Symonds,GD McGrath,3,0,0,0,2,0,0,0,0,5,7,1
A Symonds,I Sharma,5,9,1,0,1,0,0,0,1,16,7,7
A Symonds,IK Pathan,2,6,1,0,1,0,1,0,0,11,7,2
A Symonds,J Botha,2,1,0,0,0,0,0,0,1,3,7,10
A Symonds,J Theron,1,2,0,0,0,0,0,0,1,3,7,6
A Symonds,JA Morkel,7,6,2,0,2,0,1,0,1,18,7,5
A Symonds,JE Taylor,1,1,1,0,0,0,0,0,1,3,7,6
A Symonds,JH Kallis,5,7,0,0,4,0,1,0,0,17,7,4
A Symonds,JM Kemp,4,2,0,0,0,0,0,0,0,6,7,7
A Symonds,JR Hopes,0,1,0,0,0,0,0,0,0,1,7,8
A Symonds,Joginder Sharma,0,1,0,0,0,0,1,0,0,2,7,5
A Symonds,KA Pollard,0,5,1,0,0,0,0,0,0,6,7,8
A Symonds,KP Appanna,0,4,0,0,1,0,0,0,0,5,7,8
A Symonds,L Balaji,4,6,0,0,1,0,2,0,0,13,7,9
A Symonds,M Kartik,9,10,2,0,1,0,0,0,0,22,7,5
A Symonds,M Morkel,8,4,0,0,2,0,0,0,0,14,7,2
A Symonds,M Muralitharan,9,6,0,0,0,0,0,0,0,15,7,5
A Symonds,MB Parmar,2,4,0,0,3,0,0,0,0,9,7,5
A Symonds,MC Henriques,1,1,0,0,0,0,0,0,1,2,7,4
A Symonds,MF Maharoof,1,1,0,0,0,0,0,0,1,2,7,4
A Symonds,MM Patel,2,4,0,1,4,0,0,0,0,11,7,7
A Symonds,Mashrafe Mortaza,0,1,0,0,0,0,0,0,1,1,7,6
A Symonds,Mohammad Asif,4,0,1,0,0,0,0,0,0,5,7,9
A Symonds,Mohammad Hafeez,9,4,0,0,0,0,0,0,0,13,7,6
A Symonds,P Kumar,6,5,1,0,2,0,1,0,0,15,7,9
A Symonds,PD Collingwood,2,3,1,0,1,0,1,0,0,8,7,8
A Symonds,PJ Sangwan,1,3,0,0,1,0,0,0,0,5,7,6
A Symonds,PP Chawla,6,11,6,0,0,0,2,0,0,25,7,10
A Symonds,PP Ojha,5,3,0,0,0,0,0,0,0,8,7,1
A Symonds,Pankaj Singh,2,4,0,0,0,0,0,0,0,6,7,2
A Symonds,R Ashwin,5,8,1,0,1,0,1,0,1,16,7,9
A Symonds,R Bhatia,1,0,0,0,0,0,0,0,1,1,7,7
A Symonds,R McLaren,4,1,2,0,1,0,0,0,1,8,7,9
A Symonds,R Sharma,0,2,0,0,0,0,0,0,0,2,7,5
A Symonds,R Vinay Kumar,3,4,1,0,2,0,1,0,0,11,7,3
A Symonds,RA Jadeja,4,3,1,0,1,0,0,0,1,9,7,4
A Symonds,RE van der Merwe,6,3,1,0,1,0,1,0,1,12,7,9
A Symonds,RJ Harris,0,2,0,0,0,0,0,0,0,2,7,5
A Symonds,RR Powar,4,2,2,0,1,0,0,0,0,9,7,10
A Symonds,S Ladda,2,2,0,0,0,0,1,0,0,5,7,8
A Symonds,S Narwal,2,1,0,0,3,0,0,0,0,6,7,6
A Symonds,S Randiv,4,2,1,0,1,0,0,0,0,8,7,8
A Symonds,S Sreesanth,2,3,1,0,3,0,3,0,0,12,7,5
A Symonds,SB Jakati,7,4,4,0,2,1,2,0,0,20,7,1
A Symonds,SE Bond,4,2,1,0,1,0,0,0,0,8,7,8
A Symonds,SJ Srivastava,3,3,0,0,1,0,0,0,0,7,7,5
A Symonds,SK Raina,3,7,0,0,0,0,0,0,0,10,7,8
A Symonds,SK Trivedi,2,11,1,1,4,0,2,0,1,21,7,5
A Symonds,SK Warne,8,17,5,1,3,0,4,0,0,38,7,2
A Symonds,SL Malinga,4,2,0,0,0,0,0,0,1,6,7,4
A Symonds,SR Watson,7,7,0,0,2,0,0,0,0,16,7,3
A Symonds,SW Tait,1,2,0,0,0,0,0,0,0,3,7,8
A Symonds,T Thushara,2,4,0,0,0,0,0,0,0,6,7,3
A Symonds,TM Dilshan,2,1,0,0,0,0,2,0,0,5,7,3
A Symonds,UT Yadav,5,5,0,0,2,0,0,0,0,12,7,8
A Symonds,V Kohli,2,4,1,0,0,0,1,0,0,8,7,8
A Symonds,VY Mahesh,0,1,0,0,0,0,0,0,0,1,7,6
A Symonds,WA Mota,4,4,4,0,0,0,0,0,0,12,7,8
A Symonds,WD Parnell,2,2,0,0,2,0,0,0,0,6,7,6
A Symonds,Y Nagar,1,2,0,0,2,0,1,0,0,6,7,8
A Symonds,YK Pathan,0,1,1,0,0,0,1,0,0,3,7,10
A Symonds,Yuvraj Singh,6,7,2,0,0,0,0,0,2,15,7,8
A Symonds,Z Khan,0,3,0,0,0,0,0,0,0,3,7,7
A Uniyal,DP Nannes,0,3,0,0,0,0,0,0,0,3,3,1
A Uniyal,S Ladda,2,1,0,0,0,0,0,0,0,3,3,8
A Uniyal,SL Malinga,1,0,0,0,0,0,0,0,1,1,3,4
A Zampa,A Nehra,1,0,0,0,0,0,0,0,1,1,8,6
AA Bilakhia,A Kumble,0,2,0,0,1,0,0,0,0,3,2,10
AA Bilakhia,A Mishra,5,5,1,0,0,0,0,0,1,11,2,9
AA Bilakhia,A Nehra,6,3,3,0,1,0,0,0,0,13,2,6
AA Bilakhia,DL Vettori,3,2,0,1,0,0,0,0,1,6,2,2
AA Bilakhia,DP Nannes,5,0,1,0,1,0,0,0,0,7,2,1
AA Bilakhia,JA Morkel,1,5,1,0,0,0,0,0,0,7,2,5
AA Bilakhia,JDP Oram,0,2,0,0,0,0,0,0,0,2,2,7
AA Bilakhia,L Balaji,0,0,0,0,1,0,0,0,0,1,2,9
AA Bilakhia,M Muralitharan,3,1,0,0,0,0,0,0,0,4,2,5
AA Bilakhia,P Kumar,1,4,2,0,1,0,0,0,0,8,2,9
AA Bilakhia,PJ Sangwan,2,3,0,0,0,0,0,0,0,5,2,6
AA Bilakhia,R Vinay Kumar,1,3,1,0,0,0,0,0,1,5,2,3
AA Bilakhia,SK Warne,2,1,0,0,0,0,0,0,1,3,2,2
AA Bilakhia,SM Harwood,1,0,0,0,0,0,0,0,1,1,2,10
AA Bilakhia,SR Watson,0,1,0,0,0,0,0,0,0,1,2,3
AA Bilakhia,TM Dilshan,3,3,0,0,0,0,0,0,0,6,2,3
AA Bilakhia,V Sehwag,0,1,0,0,0,0,0,0,0,1,2,2
AA Bilakhia,YK Pathan,3,1,0,0,0,0,0,0,0,4,2,10
AA Chavan,BJ Hodge,2,1,0,0,0,0,0,0,0,3,7,6
AA Chavan,KA Pollard,1,0,0,0,0,0,0,0,1,1,7,8
AA Chavan,M Morkel,2,1,0,0,1,0,0,0,0,4,7,2
AA Chavan,MM Patel,0,0,0,0,1,0,0,0,0,1,7,7
AA Chavan,UT Yadav,0,2,0,0,0,0,0,0,0,2,7,8
AA Jhunjhunwala,A Kumble,3,4,0,0,0,0,0,0,0,7,3,10
AA Jhunjhunwala,A Mishra,2,6,2,0,0,0,0,0,1,10,3,9
AA Jhunjhunwala,A Symonds,3,0,0,0,0,0,0,0,0,3,3,7
AA Jhunjhunwala,AB Dinda,1,3,0,0,0,0,0,0,0,4,3,9
AA Jhunjhunwala,AB McDonald,1,1,0,0,0,0,0,0,0,2,3,10
AA Jhunjhunwala,AD Mathews,0,5,0,0,1,0,0,0,0,6,3,7
AA Jhunjhunwala,AG Murtaza,2,2,0,0,1,0,1,0,0,6,3,1
AA Jhunjhunwala,Azhar Mahmood,1,2,0,0,0,0,0,0,0,3,3,5
AA Jhunjhunwala,BJ Hodge,0,3,0,0,1,0,0,0,0,4,3,6
AA Jhunjhunwala,BW Hilfenhaus,0,1,0,0,0,0,0,0,0,1,3,9
AA Jhunjhunwala,DE Bollinger,1,1,0,0,0,0,0,0,1,2,3,2
AA Jhunjhunwala,DP Nannes,2,4,0,0,3,0,0,0,0,9,3,1
AA Jhunjhunwala,DS Kulkarni,6,4,0,0,2,0,1,0,0,13,3,8
AA Jhunjhunwala,DW Steyn,1,0,0,0,0,0,0,0,0,1,3,4
AA Jhunjhunwala,Harbhajan Singh,1,6,0,0,0,0,0,0,1,7,3,1
AA Jhunjhunwala,Harmeet Singh,1,0,0,0,0,0,0,0,1,1,3,7
AA Jhunjhunwala,I Sharma,1,0,0,0,0,0,0,0,1,1,3,7
AA Jhunjhunwala,JA Morkel,0,1,1,0,1,0,0,0,0,3,3,5
AA Jhunjhunwala,JH Kallis,8,1,2,0,1,0,0,0,1,12,3,4
AA Jhunjhunwala,KA Pollard,2,0,0,0,0,0,0,0,1,2,3,8
AA Jhunjhunwala,M Kartik,5,8,2,0,2,0,0,0,1,17,3,5
AA Jhunjhunwala,M Morkel,1,1,0,0,0,0,0,0,1,2,3,2
AA Jhunjhunwala,M Muralitharan,0,0,0,1,0,0,1,0,0,2,3,5
AA Jhunjhunwala,MF Maharoof,1,1,2,0,0,0,0,0,0,4,3,4
AA Jhunjhunwala,MM Patel,1,0,0,0,1,0,0,0,0,2,3,7
AA Jhunjhunwala,P Awana,1,2,0,0,0,0,0,0,0,3,3,8
AA Jhunjhunwala,P Kumar,4,1,0,0,0,0,0,0,1,5,3,9
AA Jhunjhunwala,PJ Sangwan,7,6,0,0,1,0,0,0,0,14,3,6
AA Jhunjhunwala,PP Chawla,2,3,0,1,0,0,0,0,0,6,3,10
AA Jhunjhunwala,PP Ojha,0,1,1,0,0,0,0,0,0,2,3,1
AA Jhunjhunwala,Pankaj Singh,2,1,0,0,1,0,0,0,1,4,3,2
AA Jhunjhunwala,R McLaren,1,0,0,0,0,0,0,0,0,1,3,9
AA Jhunjhunwala,R Sathish,1,2,0,0,0,0,0,0,0,3,3,4
AA Jhunjhunwala,R Vinay Kumar,4,1,0,0,0,0,0,0,0,5,3,3
AA Jhunjhunwala,RJ Harris,1,0,0,0,1,0,0,0,0,2,3,5
AA Jhunjhunwala,RP Singh,0,2,1,0,0,0,0,0,0,3,3,10
AA Jhunjhunwala,RR Powar,0,2,0,0,0,0,1,0,0,3,3,10
AA Jhunjhunwala,S Ladda,6,7,0,0,1,0,1,0,0,15,3,8
